,Arousal_VOICE,Area_size,Ceiling_height,Light_contrast,Light_levels,Light_temperature,Blocked_path,Empty_room,Hiding_place,Interior_arrangement,Triggers_present,Battery_present,Note_present,Event,Cutscene,Channel_id
314,1.0,1,0,0,0,0,1,0,0,0,0,1,-1,0,0,DeadMeat
315,1.0,0,0,-1,-1,0,-1,0,0,0,1,-1,0,1,0,DeadMeat
316,1.0,-1,0,0,0,0,-1,0,0,0,0,-1,1,1,0,DeadMeat
317,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,DeadMeat
318,1.0,0,0,0,0,0,-1,0,1,0,0,1,0,0,0,DeadMeat
319,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DeadMeat
320,1.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,DeadMeat
321,1.0,1,0,0,0,0,0,0,1,0,0,1,0,-1,0,DeadMeat
322,1.0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,DeadMeat
323,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,DeadMeat
324,1.0,-1,0,0,0,0,-1,0,0,0,0,-1,1,0,0,DeadMeat
325,1.0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,DeadMeat
326,1.0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,DeadMeat
327,1.0,-1,-1,-1,0,-1,0,1,0,0,1,0,-1,0,0,DeadMeat
328,1.0,1,0,0,0,0,1,0,0,0,-1,0,0,-1,0,DeadMeat
329,1.0,0,0,1,1,0,1,-1,0,-1,1,0,0,1,1,DeadMeat
330,-1.0,-1,0,1,1,0,0,0,0,0,0,0,0,-1,0,DeadMeat
331,-1.0,0,0,0,1,-1,1,0,0,-1,1,0,-1,1,0,DeadMeat
332,-1.0,-1,-1,-1,-1,0,0,1,0,1,0,0,0,1,0,DeadMeat
333,-1.0,0,0,-1,-1,0,0,0,0,0,1,0,1,0,0,DeadMeat
334,-1.0,0,0,1,1,0,0,0,0,0,0,0,-1,0,0,DeadMeat
335,-1.0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,DeadMeat
336,-1.0,0,0,1,1,0,1,-1,0,-1,1,0,0,0,0,DeadMeat
337,-1.0,0,0,-1,-1,0,-1,1,0,1,-1,0,0,0,0,DeadMeat
338,-1.0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,DeadMeat
339,-1.0,1,1,1,0,0,-1,0,0,1,-1,0,1,0,-1,DeadMeat
340,-1.0,0,-1,0,-1,-1,1,0,0,0,0,0,-1,-1,0,DeadMeat
341,-1.0,1,0,-1,1,0,1,0,0,0,-1,0,1,0,0,DeadMeat
342,-1.0,0,0,0,1,-1,0,0,0,1,-1,0,1,-1,0,DeadMeat
343,-1.0,-1,-1,-1,0,-1,0,1,0,0,1,0,-1,-1,0,DeadMeat
344,-1.0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,DeadMeat
345,-1.0,1,0,0,0,0,0,1,0,0,1,0,-1,0,0,DeadMeat
346,-1.0,-1,0,0,0,0,0,-1,0,0,-1,0,1,0,0,DeadMeat
347,-1.0,1,0,0,0,0,0,1,0,0,1,0,-1,0,0,DeadMeat
348,-1.0,1,0,-1,-1,0,0,1,-1,0,0,0,0,-1,-1,DeadMeat
349,-1.0,1,1,0,0,0,0,-1,0,0,-1,0,1,0,0,DeadMeat
350,-1.0,-1,-1,1,1,0,0,1,0,0,0,0,-1,0,0,DeadMeat
351,-1.0,0,0,0,0,0,0,0,-1,0,0,0,1,1,0,DeadMeat
352,-1.0,1,0,0,0,0,1,0,0,0,0,1,-1,0,0,DeadMeat
353,-1.0,-1,0,0,0,0,-1,0,1,0,0,1,0,0,0,DeadMeat
354,-1.0,1,0,0,0,0,1,0,-1,0,0,-1,0,1,0,DeadMeat
355,-1.0,1,0,0,0,0,1,0,-1,0,0,-1,0,-1,0,DeadMeat
356,-1.0,1,0,0,0,0,1,0,-1,0,0,0,0,0,0,DeadMeat
357,-1.0,1,0,0,0,0,1,0,-1,0,0,-1,0,0,0,DeadMeat
358,-1.0,-1,0,0,0,0,-1,0,0,0,1,0,0,0,0,DeadMeat
359,-1.0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,DeadMeat
360,-1.0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,DeadMeat
361,-1.0,1,0,0,0,0,1,0,0,0,0,1,-1,0,0,DeadMeat
362,-1.0,-1,0,0,0,0,-1,0,0,0,0,0,0,1,0,DeadMeat
363,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DeadMeat
364,-1.0,0,0,1,1,0,-1,0,-1,0,0,0,1,0,0,DeadMeat
365,-1.0,0,0,-1,-1,0,-1,0,0,0,1,-1,0,0,0,DeadMeat
366,-1.0,-1,0,0,0,0,-1,0,1,0,0,0,0,0,0,DeadMeat
367,-1.0,1,0,0,0,0,1,0,-1,0,0,-1,0,-1,0,DeadMeat
368,-1.0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,DeadMeat
369,-1.0,1,0,0,0,0,-1,0,1,0,0,1,0,1,0,DeadMeat
370,-1.0,-1,0,0,0,0,1,0,-1,0,0,-1,0,-1,0,DeadMeat
371,-1.0,1,0,0,0,0,-1,0,1,0,0,1,0,0,0,DeadMeat
372,-1.0,0,0,1,1,0,0,0,-1,0,0,-1,1,0,0,DeadMeat
373,-1.0,-1,0,0,0,0,-1,0,1,0,0,1,0,0,0,DeadMeat
374,-1.0,1,0,0,0,0,1,0,-1,0,0,-1,0,0,0,DeadMeat
375,-1.0,1,0,0,0,0,1,0,-1,0,0,0,0,0,0,DeadMeat
376,-1.0,0,0,1,1,0,1,0,0,0,-1,1,0,0,0,DeadMeat
377,-1.0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,DeadMeat
378,-1.0,0,0,1,1,0,1,0,0,0,-1,1,0,-1,0,DeadMeat
379,-1.0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,DeadMeat
380,-1.0,1,0,0,0,0,1,0,0,0,-1,0,0,0,0,DeadMeat
381,-1.0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,DeadMeat
382,-1.0,0,0,0,0,0,1,0,-1,0,0,-1,0,0,0,DeadMeat
383,-1.0,-1,0,0,0,0,0,0,-1,0,0,-1,0,1,0,DeadMeat
384,-1.0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,DeadMeat
385,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DeadMeat
386,-1.0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,DeadMeat
387,-1.0,-1,0,0,0,0,-1,0,0,0,1,0,0,0,0,DeadMeat
388,-1.0,1,1,0,1,0,0,-1,0,0,0,0,1,0,0,DeadMeat
389,-1.0,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,DeadMeat
390,1.0,1,0,-1,-1,0,-1,0,0,1,0,0,0,1,0,HollowPoiint
391,1.0,0,0,0,-1,0,-1,0,0,1,-1,1,0,0,0,HollowPoiint
392,1.0,0,0,0,-1,1,-1,0,0,1,-1,0,1,0,0,HollowPoiint
393,1.0,-1,0,1,0,0,1,0,0,0,0,0,0,-1,0,HollowPoiint
394,1.0,-1,-1,-1,-1,0,0,1,0,1,0,0,0,1,0,HollowPoiint
395,1.0,0,0,-1,-1,0,0,0,0,0,1,0,1,0,0,HollowPoiint
396,1.0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,HollowPoiint
397,1.0,0,0,1,1,0,1,-1,0,-1,1,0,0,1,1,HollowPoiint
398,1.0,1,1,1,0,0,-1,0,0,1,-1,0,1,-1,-1,HollowPoiint
399,1.0,-1,0,0,1,0,-1,0,0,0,0,0,1,0,0,HollowPoiint
400,1.0,1,0,1,-1,0,0,-1,0,0,0,0,0,0,0,HollowPoiint
401,1.0,1,0,0,0,1,1,-1,0,-1,0,0,1,0,0,HollowPoiint
402,1.0,-1,0,1,-1,0,-1,0,0,0,1,0,-1,1,0,HollowPoiint
403,1.0,1,0,0,-1,0,1,0,0,0,0,0,-1,0,0,HollowPoiint
404,1.0,1,1,1,0,1,0,-1,0,0,-1,0,1,-1,0,HollowPoiint
405,1.0,0,0,0,-1,0,1,-1,0,-1,0,0,0,1,0,HollowPoiint
406,1.0,-1,0,0,0,0,0,-1,0,0,-1,0,1,0,0,HollowPoiint
407,1.0,-1,0,0,0,0,0,-1,1,0,0,0,0,1,1,HollowPoiint
408,1.0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,HollowPoiint
409,1.0,1,0,0,0,0,1,0,0,0,-1,0,0,-1,0,HollowPoiint
410,1.0,1,0,0,0,0,1,0,-1,0,0,-1,0,1,0,HollowPoiint
411,1.0,-1,0,0,0,0,-1,0,1,0,0,1,0,0,0,HollowPoiint
412,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,HollowPoiint
413,1.0,0,0,0,0,0,-1,0,1,0,0,1,0,0,0,HollowPoiint
414,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HollowPoiint
415,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,HollowPoiint
416,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,HollowPoiint
417,1.0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,HollowPoiint
418,1.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,HollowPoiint
419,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,HollowPoiint
420,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,HollowPoiint
421,1.0,-1,0,0,0,0,-1,0,0,0,1,0,0,0,0,HollowPoiint
422,1.0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,HollowPoiint
423,1.0,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,HollowPoiint
424,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,HollowPoiint
425,-1.0,-1,0,1,1,0,0,0,0,0,0,0,0,-1,0,HollowPoiint
426,-1.0,-1,0,1,1,0,1,0,0,-1,0,0,0,-1,0,HollowPoiint
427,-1.0,0,0,0,1,0,1,0,0,-1,1,-1,0,0,0,HollowPoiint
428,-1.0,0,0,0,1,-1,1,0,0,-1,1,0,-1,1,0,HollowPoiint
429,-1.0,1,0,-1,0,0,-1,0,0,0,0,0,0,-1,0,HollowPoiint
430,-1.0,0,0,1,1,0,0,0,0,0,-1,0,-1,-1,0,HollowPoiint
431,-1.0,0,0,-1,-1,0,-1,1,0,1,0,0,0,0,0,HollowPoiint
432,-1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,HollowPoiint
433,-1.0,0,-1,0,-1,-1,1,0,0,0,0,0,-1,0,0,HollowPoiint
434,-1.0,0,0,0,-1,1,0,0,0,-1,1,0,-1,0,0,HollowPoiint
435,-1.0,-1,0,0,0,-1,-1,1,0,1,0,0,-1,0,0,HollowPoiint
436,-1.0,-1,0,-1,1,0,0,1,0,0,0,0,0,0,0,HollowPoiint
437,-1.0,0,0,0,1,-1,0,0,0,1,-1,0,1,-1,0,HollowPoiint
438,-1.0,-1,-1,-1,0,-1,0,1,0,0,1,0,-1,1,0,HollowPoiint
439,-1.0,-1,-1,-1,0,-1,0,1,0,0,1,0,-1,0,0,HollowPoiint
440,-1.0,0,0,0,1,0,-1,1,0,1,0,0,0,-1,0,HollowPoiint
441,-1.0,1,0,0,0,0,0,1,0,0,1,0,-1,0,0,HollowPoiint
442,-1.0,1,0,-1,-1,0,0,1,-1,0,0,0,0,-1,-1,HollowPoiint
443,-1.0,1,1,0,0,0,0,-1,0,0,-1,0,1,0,0,HollowPoiint
444,-1.0,-1,-1,1,1,0,0,1,0,0,0,0,-1,0,0,HollowPoiint
445,-1.0,1,0,0,0,0,1,0,0,0,0,1,-1,0,0,HollowPoiint
446,-1.0,0,0,-1,-1,0,-1,0,0,0,1,-1,0,1,0,HollowPoiint
447,-1.0,-1,0,0,0,0,-1,0,1,0,0,1,0,0,0,HollowPoiint
448,-1.0,1,0,0,0,0,1,0,-1,0,0,-1,0,-1,0,HollowPoiint
449,-1.0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,HollowPoiint
450,-1.0,0,0,0,0,0,1,0,-1,0,0,-1,0,0,0,HollowPoiint
451,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HollowPoiint
452,-1.0,-1,0,0,0,0,0,0,-1,0,0,-1,0,1,0,HollowPoiint
453,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HollowPoiint
454,-1.0,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,HollowPoiint
455,-1.0,-1,0,0,0,0,-1,0,0,0,0,-1,0,1,0,HollowPoiint
456,-1.0,1,0,0,0,0,1,0,-1,0,0,0,0,-1,0,HollowPoiint
457,-1.0,0,0,1,1,0,1,0,0,0,-1,0,0,0,0,HollowPoiint
458,-1.0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,HollowPoiint
459,-1.0,1,1,0,1,0,0,-1,0,0,0,0,1,0,0,HollowPoiint
460,1.0,1,0,-1,-1,0,-1,0,0,1,0,0,0,1,0,Jacksepticeye
461,1.0,0,0,0,-1,0,-1,0,0,1,-1,1,0,0,0,Jacksepticeye
462,1.0,0,0,0,-1,1,-1,0,0,1,-1,0,1,0,0,Jacksepticeye
463,1.0,1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,Jacksepticeye
464,1.0,-1,-1,-1,-1,0,0,1,0,1,0,0,0,1,0,Jacksepticeye
465,1.0,1,1,1,1,0,1,-1,0,-1,-1,0,0,-1,0,Jacksepticeye
466,1.0,0,0,1,1,0,0,0,0,0,0,0,-1,0,0,Jacksepticeye
467,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Jacksepticeye
468,1.0,0,0,1,1,0,1,-1,0,-1,1,0,0,1,1,Jacksepticeye
469,1.0,1,1,1,1,0,0,0,0,0,0,-1,1,1,0,Jacksepticeye
470,1.0,-1,0,0,1,0,-1,0,0,0,0,0,1,1,0,Jacksepticeye
471,1.0,1,0,-1,1,0,1,0,0,0,-1,0,1,0,0,Jacksepticeye
472,1.0,-1,0,1,-1,0,-1,0,0,0,1,0,-1,1,0,Jacksepticeye
473,1.0,1,0,0,-1,0,1,0,0,0,0,0,-1,0,0,Jacksepticeye
474,1.0,0,1,0,1,1,-1,0,0,0,0,0,1,1,0,Jacksepticeye
475,1.0,1,0,1,-1,0,1,-1,0,0,-1,0,0,-1,0,Jacksepticeye
476,1.0,-1,0,0,0,0,0,-1,0,0,-1,0,1,0,0,Jacksepticeye
477,1.0,0,0,0,-1,0,1,-1,0,-1,0,0,0,1,0,Jacksepticeye
478,1.0,-1,0,0,0,0,0,-1,1,0,0,0,0,1,1,Jacksepticeye
479,1.0,0,0,0,0,0,0,1,0,0,1,0,-1,0,0,Jacksepticeye
480,1.0,0,0,0,0,0,0,-1,0,0,-1,0,1,0,0,Jacksepticeye
481,1.0,-1,-1,1,1,0,0,1,0,0,0,0,-1,0,0,Jacksepticeye
482,1.0,0,0,0,0,0,0,0,-1,0,0,0,1,1,0,Jacksepticeye
483,1.0,0,0,-1,-1,0,-1,0,0,0,1,-1,0,0,0,Jacksepticeye
484,1.0,1,0,0,0,0,1,0,0,0,-1,0,0,-1,0,Jacksepticeye
485,1.0,-1,0,0,0,0,-1,0,1,0,0,1,0,1,0,Jacksepticeye
486,1.0,-1,0,0,0,0,-1,0,1,0,0,0,0,0,0,Jacksepticeye
487,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Jacksepticeye
488,1.0,0,0,0,0,0,-1,0,1,0,0,1,0,1,0,Jacksepticeye
489,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jacksepticeye
490,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Jacksepticeye
491,1.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,Jacksepticeye
492,1.0,0,0,0,0,0,-1,0,1,0,0,1,0,1,0,Jacksepticeye
493,1.0,1,0,0,0,0,1,0,0,0,0,1,-1,1,0,Jacksepticeye
494,1.0,1,0,0,0,0,1,0,0,0,-1,0,0,-1,0,Jacksepticeye
495,1.0,-1,0,0,0,0,-1,0,1,0,0,0,0,1,0,Jacksepticeye
496,1.0,1,0,0,0,0,1,0,-1,0,0,0,0,0,0,Jacksepticeye
497,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Jacksepticeye
498,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jacksepticeye
499,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jacksepticeye
500,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Jacksepticeye
501,1.0,0,0,1,1,0,1,0,0,0,-1,1,0,0,0,Jacksepticeye
502,1.0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,Jacksepticeye
503,1.0,1,1,0,1,0,0,-1,0,0,0,0,1,0,0,Jacksepticeye
504,1.0,-1,0,0,0,0,0,-1,0,0,-1,0,1,0,0,Jacksepticeye
505,1.0,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,Jacksepticeye
506,-1.0,-1,0,1,1,0,0,0,0,0,0,0,0,-1,0,Jacksepticeye
507,-1.0,-1,0,1,1,0,1,0,0,-1,0,0,0,-1,0,Jacksepticeye
508,-1.0,0,0,0,1,0,1,0,0,-1,1,-1,0,0,0,Jacksepticeye
509,-1.0,0,0,0,1,-1,1,0,0,-1,1,0,-1,1,0,Jacksepticeye
510,-1.0,1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,Jacksepticeye
511,-1.0,0,0,-1,-1,0,0,0,0,0,1,0,1,0,0,Jacksepticeye
512,-1.0,0,0,-1,-1,0,-1,1,0,1,-1,0,0,-1,0,Jacksepticeye
513,-1.0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,Jacksepticeye
514,-1.0,1,1,1,0,0,-1,0,0,1,-1,0,1,-1,-1,Jacksepticeye
515,-1.0,0,-1,0,-1,-1,1,0,0,0,0,0,-1,0,0,Jacksepticeye
516,-1.0,0,1,0,1,1,-1,0,0,0,0,0,1,0,0,Jacksepticeye
517,-1.0,0,-1,0,-1,-1,1,0,0,0,0,0,-1,-1,0,Jacksepticeye
518,-1.0,-1,0,0,0,-1,-1,1,0,1,0,0,-1,0,0,Jacksepticeye
519,-1.0,1,0,1,-1,0,0,-1,0,0,0,0,0,0,0,Jacksepticeye
520,-1.0,1,0,0,0,1,1,-1,0,-1,0,0,1,0,0,Jacksepticeye
521,-1.0,0,0,0,1,-1,0,0,0,1,-1,0,1,-1,0,Jacksepticeye
522,-1.0,-1,-1,-1,0,-1,0,1,0,0,1,0,-1,0,0,Jacksepticeye
523,-1.0,1,0,0,0,0,0,1,0,0,1,0,-1,0,0,Jacksepticeye
524,-1.0,1,0,-1,-1,0,0,1,-1,0,0,0,0,-1,-1,Jacksepticeye
525,-1.0,0,0,0,0,0,0,-1,0,0,-1,0,1,0,0,Jacksepticeye
526,-1.0,0,0,0,0,0,0,1,0,0,1,0,-1,0,0,Jacksepticeye
527,-1.0,1,1,0,0,0,0,-1,0,0,-1,0,1,0,0,Jacksepticeye
528,-1.0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,Jacksepticeye
529,-1.0,1,0,0,0,0,1,0,0,0,0,1,-1,0,0,Jacksepticeye
530,-1.0,1,0,0,0,0,1,0,-1,0,0,-1,0,-1,0,Jacksepticeye
531,-1.0,1,0,0,0,0,1,0,-1,0,0,0,0,1,0,Jacksepticeye
532,-1.0,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,Jacksepticeye
533,-1.0,0,0,0,0,0,1,0,-1,0,0,-1,0,-1,0,Jacksepticeye
534,-1.0,-1,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,Jacksepticeye
535,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jacksepticeye
536,-1.0,0,0,1,1,0,0,0,-1,0,0,-1,1,-1,0,Jacksepticeye
537,-1.0,0,0,-1,-1,0,-1,0,0,0,1,-1,0,0,0,Jacksepticeye
538,-1.0,-1,0,0,0,0,-1,0,1,0,0,1,0,0,0,Jacksepticeye
539,-1.0,1,0,0,0,0,1,0,-1,0,0,-1,0,0,0,Jacksepticeye
540,-1.0,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,Jacksepticeye
541,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Jacksepticeye
542,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,Jacksepticeye
543,-1.0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,Jacksepticeye
544,-1.0,-1,0,0,0,0,-1,0,0,0,1,0,0,0,0,Jacksepticeye
545,-1.0,-1,0,0,0,0,-1,0,0,0,0,-1,1,0,0,Jacksepticeye
546,-1.0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,Jacksepticeye
547,-1.0,-1,-1,-1,0,-1,0,1,0,0,1,0,-1,0,0,Jacksepticeye
548,-1.0,1,0,0,0,0,0,1,0,0,1,0,-1,0,0,Jacksepticeye
549,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Jacksepticeye
550,-1.0,0,0,0,1,0,1,0,0,-1,1,-1,0,0,0,Jacksepticeye
551,-1.0,0,0,-1,-1,0,-1,1,0,1,-1,0,0,-1,0,Jacksepticeye
552,1.0,1,0,-1,-1,0,-1,0,0,1,0,0,0,1,0,JazzyGuns
553,1.0,0,0,0,-1,0,-1,0,0,1,-1,1,0,0,0,JazzyGuns
554,1.0,0,0,0,-1,1,-1,0,0,1,-1,0,1,0,0,JazzyGuns
555,1.0,0,0,0,1,-1,1,0,0,-1,1,0,-1,1,0,JazzyGuns
556,1.0,-1,-1,-1,-1,0,0,1,0,1,0,0,0,0,0,JazzyGuns
557,1.0,0,0,-1,-1,0,0,0,0,0,1,0,1,0,0,JazzyGuns
558,1.0,1,1,1,1,0,0,0,0,0,0,-1,1,0,0,JazzyGuns
559,1.0,-1,0,0,1,0,-1,0,0,0,0,0,1,0,0,JazzyGuns
560,1.0,-1,-1,-1,0,-1,0,1,0,0,1,0,-1,1,0,JazzyGuns
561,1.0,0,0,0,-1,0,1,-1,0,-1,0,0,0,1,0,JazzyGuns
562,1.0,1,0,0,0,0,0,1,0,0,1,0,-1,1,0,JazzyGuns
563,1.0,0,0,0,-1,1,0,0,0,-1,1,0,-1,0,0,JazzyGuns
564,1.0,1,0,1,-1,0,0,-1,0,0,0,0,0,0,0,JazzyGuns
565,1.0,1,0,0,0,1,1,-1,0,-1,0,0,1,0,0,JazzyGuns
566,1.0,1,0,0,-1,0,1,0,0,0,0,0,-1,0,0,JazzyGuns
567,1.0,-1,0,0,0,0,0,-1,1,0,0,0,0,1,1,JazzyGuns
568,1.0,-1,-1,1,1,0,0,1,0,0,0,0,-1,0,0,JazzyGuns
569,1.0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,JazzyGuns
570,1.0,0,0,-1,-1,0,-1,0,0,0,1,-1,0,1,0,JazzyGuns
571,1.0,-1,0,0,0,0,-1,0,1,0,0,0,0,1,0,JazzyGuns
572,1.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,JazzyGuns
573,1.0,-1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,JazzyGuns
574,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,JazzyGuns
575,1.0,1,0,0,0,0,1,0,0,0,0,1,-1,0,0,JazzyGuns
576,1.0,0,0,-1,-1,0,-1,0,0,0,1,-1,0,1,0,JazzyGuns
577,1.0,-1,0,0,0,0,-1,0,1,0,0,0,0,0,0,JazzyGuns
578,1.0,-1,0,0,0,0,-1,0,1,0,0,1,0,-1,0,JazzyGuns
579,1.0,-1,0,0,0,0,-1,0,0,0,0,0,0,1,0,JazzyGuns
580,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JazzyGuns
581,1.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,JazzyGuns
582,1.0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,JazzyGuns
583,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,JazzyGuns
584,1.0,-1,0,0,0,0,-1,0,1,0,0,1,0,0,0,JazzyGuns
585,1.0,-1,0,0,0,0,-1,0,0,0,0,-1,1,0,0,JazzyGuns
586,1.0,-1,-1,-1,0,-1,0,1,0,0,1,0,-1,0,0,JazzyGuns
587,1.0,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,JazzyGuns
588,-1.0,-1,0,1,1,0,0,0,0,0,0,0,0,-1,0,JazzyGuns
589,-1.0,-1,0,1,1,0,1,0,0,-1,0,0,0,-1,0,JazzyGuns
590,-1.0,0,0,0,1,0,1,0,0,-1,1,-1,0,0,0,JazzyGuns
591,-1.0,1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,JazzyGuns
592,-1.0,1,1,1,1,0,1,-1,0,-1,-1,0,0,0,0,JazzyGuns
593,-1.0,1,1,1,0,0,-1,0,0,1,-1,0,1,-1,-1,JazzyGuns
594,-1.0,-1,-1,-1,-1,0,0,0,0,0,0,1,-1,0,0,JazzyGuns
595,-1.0,0,-1,0,-1,-1,1,0,0,0,0,0,-1,0,0,JazzyGuns
596,-1.0,1,1,0,1,0,0,0,0,1,-1,0,1,0,0,JazzyGuns
597,-1.0,-1,0,0,0,0,0,-1,0,0,-1,0,1,-1,0,JazzyGuns
598,-1.0,1,0,0,0,0,0,1,0,0,1,0,-1,0,0,JazzyGuns
599,-1.0,0,0,0,1,0,-1,1,0,1,0,0,0,-1,0,JazzyGuns
600,-1.0,-1,0,0,0,0,0,-1,0,0,-1,0,1,0,0,JazzyGuns
601,-1.0,0,0,1,-1,1,0,-1,0,0,-1,0,1,-1,0,JazzyGuns
602,-1.0,-1,0,0,1,0,-1,0,0,0,0,0,1,0,0,JazzyGuns
603,-1.0,-1,0,0,0,-1,-1,1,0,1,0,0,-1,0,0,JazzyGuns
604,-1.0,-1,0,-1,1,0,0,1,0,0,0,0,0,0,0,JazzyGuns
605,-1.0,0,0,0,1,-1,0,0,0,1,-1,0,1,-1,0,JazzyGuns
606,-1.0,1,0,-1,-1,0,0,1,-1,0,0,0,0,-1,-1,JazzyGuns
607,-1.0,1,1,0,0,0,0,-1,0,0,-1,0,1,0,0,JazzyGuns
608,-1.0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,JazzyGuns
609,-1.0,1,0,0,0,0,1,0,-1,0,0,0,0,0,0,JazzyGuns
610,-1.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,JazzyGuns
611,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,JazzyGuns
612,-1.0,0,0,1,1,0,-1,0,-1,0,0,0,1,0,0,JazzyGuns
613,-1.0,1,0,0,0,0,1,0,0,0,-1,0,0,-1,0,JazzyGuns
614,-1.0,1,0,0,0,0,1,0,-1,0,0,0,0,1,0,JazzyGuns
615,-1.0,1,0,0,0,0,1,0,-1,0,0,-1,0,0,0,JazzyGuns
616,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,JazzyGuns
617,-1.0,-1,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,JazzyGuns
618,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JazzyGuns
619,-1.0,1,0,0,0,0,1,0,-1,0,0,-1,0,0,0,JazzyGuns
620,-1.0,-1,0,0,0,0,-1,0,0,0,1,0,0,0,0,JazzyGuns
621,-1.0,0,0,1,1,0,1,0,0,0,-1,1,0,0,0,JazzyGuns
622,-1.0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,JazzyGuns
623,-1.0,1,1,0,1,0,0,-1,0,0,0,0,1,0,0,JazzyGuns
